International Journal of Greenhouse Gas Control,1750-5836,1878-0148,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,2
International Journal of Precision Engineering and Manufacturing-Green Technology,2288-6206,2198-0810,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,3
IET Renewable Power Generation,1752-1416,1752-1424,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,4
Energy Sustainability and Society,2192-0567,2192-0567,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,5
Green Chemistry Letters and Reviews,1751-8253,1751-7192,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,6
INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509,1745-2627,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,7
Sustainable Chemistry and Pharmacy,N/A,2352-5541,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,8
Journal of Sustainable Metallurgy,2199-3823,2199-3831,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,9
International Journal of Agricultural Sustainability,1473-5903,1747-762X,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,10
Journal of Sustainable Cement-Based Materials,2165-0373,2165-0381,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,11
Agroecology and Sustainable Food Systems,2168-3565,2168-3573,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q3,12
Energy Efficiency,1570-646X,1570-6478,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,1
ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,1387-585X,1573-2975,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,2
Sustainability,N/A,2071-1050,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,3
Clean Technologies and Environmental Policy,1618-954X,1618-9558,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,4
Green Materials,2049-1220,2049-1239,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,5
Journal of Renewable and Sustainable Energy,1941-7012,1941-7012,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,6
International Journal of Green Energy,1543-5075,1543-5083,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,7
Green Processing and Synthesis,2191-9542,2191-9550,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,8
Environmental Progress & Sustainable Energy,1944-7442,1944-7450,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,9
CLEAN-Soil Air Water,1863-0650,1863-0669,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,10
Journal of Renewable Materials,2164-6325,2164-6341,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,11
Proceedings of the Institution of Civil Engineers-Engineering Sustainability,1478-4629,1751-7680,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE,Q4,12
Nature Sustainability,2398-9629,2398-9629,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q1,1
Journal of Sustainable Tourism,0966-9582,1747-7646,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q1,2
Sustainable Production and Consumption,2352-5509,2352-5509,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q2,1
SUSTAINABLE DEVELOPMENT,0968-0802,1099-1719,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q2,2
International Journal of Sustainable Transportation,1556-8318,1556-8334,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q3,1
Local Environment,1354-9839,1469-6711,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q3,2
Energy Efficiency,1570-646X,1570-6478,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q4,1
Sustainability,N/A,2071-1050,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q4,2
International Journal of Sustainability in Higher Education,1467-6370,1758-6739,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,Q4,3
npj Digital Medicine,2398-6352,2398-6352,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,1
MILBANK QUARTERLY,0887-378X,1468-0009,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,2
HEALTH AFFAIRS,0278-2715,0278-2715,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,3
JOURNAL OF CLINICAL EPIDEMIOLOGY,0895-4356,1878-5921,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,4
JOURNAL OF HEALTH ECONOMICS,0167-6296,1879-1646,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,5
ACADEMIC MEDICINE,1040-2446,1938-808X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,6
Lancet Regional Health-Western Pacific,N/A,2666-6065,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,7
BMJ Quality & Safety,2044-5415,2044-5423,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,8
Implementation Science,1748-5908,1748-5908,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,9
JOURNAL OF GENERAL INTERNAL MEDICINE,0884-8734,1525-1497,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,10
BMC Medical Research Methodology,N/A,1471-2288,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,11
MEDICAL EDUCATION,0308-0110,1365-2923,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,12
VALUE IN HEALTH,1098-3015,1524-4733,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,13
JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,1067-5027,1527-974X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,14
MEDICAL CARE,0025-7079,1537-1948,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,15
JOURNAL OF RURAL HEALTH,0890-765X,1748-0361,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,16
JOURNAL OF MEDICAL INTERNET RESEARCH,1438-8871,N/A,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,17
HEALTH TECHNOLOGY ASSESSMENT,1366-5278,2046-4924,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,18
HEALTH SERVICES RESEARCH,0017-9124,1475-6773,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,19
PHARMACOECONOMICS,1170-7690,1179-2027,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,20
JOURNAL OF TELEMEDICINE AND TELECARE,1357-633X,1758-1109,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,21
JOURNAL OF PAIN AND SYMPTOM MANAGEMENT,0885-3924,1873-6513,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,22
STATISTICAL METHODS IN MEDICAL RESEARCH,0962-2802,1477-0334,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,23
PALLIATIVE MEDICINE,0269-2163,1477-030X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,24
International Journal of Health Policy and Management,N/A,2322-5939,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,25
HEALTH POLICY AND PLANNING,0268-1080,1460-2237,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,26
MEDICAL CARE RESEARCH AND REVIEW,1077-5587,1552-6801,HEALTH CARE SCIENCES & SERVICES - SCIE,Q1,27
HEALTH ECONOMICS,1057-9230,1099-1050,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,1
ADVANCES IN HEALTH SCIENCES EDUCATION,1382-4996,1573-1677,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,2
MEDICAL TEACHER,0142-159X,1466-187X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,3
Disability and Health Journal,1936-6574,1876-7583,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,4
Perspectives on Medical Education,2212-2761,2212-277X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,5
JMIR mHealth and uHealth,2291-5222,2291-5222,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,6
JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,N/A,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,7
MEDICAL DECISION MAKING,0272-989X,1552-681X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,8
HASTINGS CENTER REPORT,0093-0334,1552-146X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,9
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,10
Telemedicine and e-Health,1530-5627,1556-3669,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,11
MEDICAL HISTORY,0025-7273,2048-8343,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,12
Patient-Patient Centered Outcomes Research,1178-1653,1178-1661,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,13
Digital Health,2055-2076,2055-2076,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,14
HEALTH EXPECTATIONS,1369-6513,1369-7625,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,15
TEACHING AND LEARNING IN MEDICINE,1040-1334,1532-8015,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,16
BMJ Supportive & Palliative Care,2045-435X,2045-4368,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,17
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,0046-9580,1945-7243,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,18
Applied Health Economics and Health Policy,1175-5652,1179-1896,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,19
American Health and Drug Benefits,1942-2962,1942-2970,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,20
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,N/A,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,21
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,1386-5056,1872-8243,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,22
HEALTH POLICY,0168-8510,1872-6054,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,23
BMC HEALTH SERVICES RESEARCH,N/A,1472-6963,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,24
JOURNAL OF PALLIATIVE MEDICINE,1096-6218,1557-7740,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,25
BMC Palliative Care,1472-684X,1472-684X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,26
Health and Quality of Life Outcomes,N/A,1477-7525,HEALTH CARE SCIENCES & SERVICES - SCIE,Q2,27
JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1745-655X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,1
Population Health Management,1942-7891,1942-7905,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,2
Journal of Managed Care & Specialty Pharmacy,2376-0540,2376-1032,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,3
Journal of Multidisciplinary Healthcare,1178-2390,1178-2390,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,4
SUPPORTIVE CARE IN CANCER,0941-4355,1433-7339,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,5
International Journal of Evidence-Based Healthcare,N/A,1744-1609,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,6
JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES,0022-5045,1468-4373,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,7
Journal of Personalized Medicine,N/A,2075-4426,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,8
International Journal of Integrated Care,1568-4156,1568-4156,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,9
JOURNAL OF MEDICAL SYSTEMS,0148-5598,1573-689X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,10
INTERNATIONAL JOURNAL OF HEALTH SERVICES,0020-7314,1541-4469,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,11
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,1559-2332,1559-713X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,12
JMIR Serious Games,2291-9279,2291-9279,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,13
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,0281-3432,1502-7724,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,14
JOURNAL OF MEDICAL ECONOMICS,1369-6998,1941-837X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,15
JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,0894-1912,1554-558X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,16
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1353-4505,1464-3677,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,17
EUROPEAN JOURNAL OF CANCER CARE,0961-5423,1365-2354,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,18
Current Opinion in Supportive and Palliative Care,1751-4258,1751-4266,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,19
Healthcare,N/A,2227-9032,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,20
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,21
JOURNAL OF EVALUATION IN CLINICAL PRACTICE,1356-1294,1365-2753,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,22
Journal of Healthcare Engineering,2040-2295,2040-2309,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,23
Health Informatics Journal,1460-4582,1741-2811,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,24
American Journal of Hospice & Palliative Medicine,1049-9091,1938-2715,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,25
BULLETIN OF THE HISTORY OF MEDICINE,0007-5140,1086-3176,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,26
AMERICAN JOURNAL OF MEDICAL QUALITY,1062-8606,1555-824X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q3,27
Risk Management and Healthcare Policy,N/A,1179-1594,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,1
EVALUATION & THE HEALTH PROFESSIONS,0163-2787,1552-3918,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,2
Journal of Interprofessional Care,1356-1820,1469-9567,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,3
JOURNAL OF SCHOOL HEALTH,0022-4391,1746-1561,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,4
Families Systems & Health,1091-7527,1939-0602,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,5
Therapeutics and Clinical Risk Management,N/A,1178-203X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,6
METHODS OF INFORMATION IN MEDICINE,0026-1270,2511-705X,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,7
Informatics for Health & Social Care,1753-8157,1753-8165,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,8
Chronic Illness,1742-3953,1745-9206,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,9
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1094-3412,1556-3308,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,10
JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS,0161-4754,N/A,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,11
Journal of Patient Safety,1549-8417,1549-8425,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,12
JOURNAL OF PALLIATIVE CARE,0825-8597,2369-5293,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,13
INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,0266-4623,1471-6348,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,14
Australian Health Review,0156-5788,1449-8944,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,15
Journal of Comparative Effectiveness Research,2042-6305,2042-6313,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,16
Gaceta Sanitaria,0213-9111,1578-1283,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,17
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,0963-1801,1469-2147,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,18
Geospatial Health,1827-1987,1970-7096,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,19
Journal of the American Association of Nurse Practitioners,2327-6886,2327-6924,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,20
Annals of Palliative Medicine,2224-5820,2224-5839,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,21
Australian Journal of Primary Health,1448-7527,1836-7399,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,22
EASTERN MEDITERRANEAN HEALTH JOURNAL,1020-3397,1687-1634,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,23
Journal for Healthcare Quality,1062-2551,1945-1474,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,24
Quality Management in Health Care,1063-8628,1550-5154,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,25
TECHNOLOGY AND HEALTH CARE,0928-7329,1878-7401,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,26
JBI Evidence Implementation,2691-3321,2691-3321,HEALTH CARE SCIENCES & SERVICES - SCIE,Q4,27
Internet Interventions-The Application of Information Technology in Mental and Behavioural,,,,,
,N/A,2214-7829,HEALTH CARE SCIENCES & SERVICES - SCIE,N/A,1
Health,,,,,
MILBANK QUARTERLY,0887-378X,1468-0009,HEALTH POLICY & SERVICES - SSCI,Q1,1
HEALTH AFFAIRS,0278-2715,0278-2715,HEALTH POLICY & SERVICES - SSCI,Q1,2
JOURNAL OF HEALTH ECONOMICS,0167-6296,1879-1646,HEALTH POLICY & SERVICES - SSCI,Q1,3
BMJ Quality & Safety,2044-5415,2044-5423,HEALTH POLICY & SERVICES - SSCI,Q1,4
Implementation Science,1748-5908,1748-5908,HEALTH POLICY & SERVICES - SSCI,Q1,5
FUTURE OF CHILDREN,1054-8289,1550-1558,HEALTH POLICY & SERVICES - SSCI,Q1,6
VALUE IN HEALTH,1098-3015,1524-4733,HEALTH POLICY & SERVICES - SSCI,Q1,7
MEDICAL CARE,0025-7079,1537-1948,HEALTH POLICY & SERVICES - SSCI,Q1,8
Health Systems & Reform,2328-8604,2328-8620,HEALTH POLICY & SERVICES - SSCI,Q1,9
JOURNAL OF RURAL HEALTH,0890-765X,1748-0361,HEALTH POLICY & SERVICES - SSCI,Q1,10
HEALTH SERVICES RESEARCH,0017-9124,1475-6773,HEALTH POLICY & SERVICES - SSCI,Q1,11
PHARMACOECONOMICS,1170-7690,1179-2027,HEALTH POLICY & SERVICES - SSCI,Q1,12
American Journal of Health Economics,2332-3493,2332-3507,HEALTH POLICY & SERVICES - SSCI,Q1,13
International Journal of Health Policy and Management,N/A,2322-5939,HEALTH POLICY & SERVICES - SSCI,Q1,14
HEALTH POLICY AND PLANNING,0268-1080,1460-2237,HEALTH POLICY & SERVICES - SSCI,Q1,15
MEDICAL CARE RESEARCH AND REVIEW,1077-5587,1552-6801,HEALTH POLICY & SERVICES - SSCI,Q1,16
HEALTH ECONOMICS,1057-9230,1099-1050,HEALTH POLICY & SERVICES - SSCI,Q1,17
Human Resources for Health,N/A,1478-4491,HEALTH POLICY & SERVICES - SSCI,Q1,18
Disability and Health Journal,1936-6574,1876-7583,HEALTH POLICY & SERVICES - SSCI,Q1,19
Health Research Policy and Systems,1478-4505,1478-4505,HEALTH POLICY & SERVICES - SSCI,Q1,20
PSYCHIATRIC SERVICES,1075-2730,1557-9700,HEALTH POLICY & SERVICES - SSCI,Q1,21
JOURNAL OF HEALTH POLITICS POLICY AND LAW,0361-6878,N/A,HEALTH POLICY & SERVICES - SSCI,Q1,22
MEDICAL DECISION MAKING,0272-989X,1552-681X,HEALTH POLICY & SERVICES - SSCI,Q2,1
QUALITY OF LIFE RESEARCH,0962-9343,1573-2649,HEALTH POLICY & SERVICES - SSCI,Q2,2
PSYCHOLOGY PUBLIC POLICY AND LAW,1076-8971,1939-1528,HEALTH POLICY & SERVICES - SSCI,Q2,3
European Journal of Health Economics,1618-7598,1618-7601,HEALTH POLICY & SERVICES - SSCI,Q2,4
Patient-Patient Centered Outcomes Research,1178-1653,1178-1661,HEALTH POLICY & SERVICES - SSCI,Q2,5
Digital Health,2055-2076,2055-2076,HEALTH POLICY & SERVICES - SSCI,Q2,6
HEALTH EXPECTATIONS,1369-6513,1369-7625,HEALTH POLICY & SERVICES - SSCI,Q2,7
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,0046-9580,1945-7243,HEALTH POLICY & SERVICES - SSCI,Q2,8
Applied Health Economics and Health Policy,1175-5652,1179-1896,HEALTH POLICY & SERVICES - SSCI,Q2,9
American Health and Drug Benefits,1942-2962,1942-2970,HEALTH POLICY & SERVICES - SSCI,Q2,10
AMERICAN JOURNAL OF MANAGED CARE,1088-0224,N/A,HEALTH POLICY & SERVICES - SSCI,Q2,11
Health Economics Policy and Law,1744-1331,1744-134X,HEALTH POLICY & SERVICES - SSCI,Q2,12
Administration and Policy in Mental Health and Mental Health Services Research,0894-587X,1573-3289,HEALTH POLICY & SERVICES - SSCI,Q2,13
HEALTH POLICY,0168-8510,1872-6054,HEALTH POLICY & SERVICES - SSCI,Q2,14
JOURNAL OF AGING AND HEALTH,0898-2643,1552-6887,HEALTH POLICY & SERVICES - SSCI,Q2,15
BMC Palliative Care,1472-684X,1472-684X,HEALTH POLICY & SERVICES - SSCI,Q2,16
Health and Quality of Life Outcomes,N/A,1477-7525,HEALTH POLICY & SERVICES - SSCI,Q2,17
HEALTH COMMUNICATION,1041-0236,1532-7027,HEALTH POLICY & SERVICES - SSCI,Q2,18
JOURNAL OF PUBLIC HEALTH POLICY,0197-5897,1745-655X,HEALTH POLICY & SERVICES - SSCI,Q2,19
BMC International Health and Human Rights,N/A,1472-698X,HEALTH POLICY & SERVICES - SSCI,Q2,20
Health Information Management Journal,1833-3583,1833-3575,HEALTH POLICY & SERVICES - SSCI,Q2,21
JOURNAL OF COMMUNITY HEALTH,0094-5145,1573-3610,HEALTH POLICY & SERVICES - SSCI,Q2,22
Palliative & Supportive Care,1478-9515,1478-9523,HEALTH POLICY & SERVICES - SSCI,Q3,1
Cost Effectiveness and Resource Allocation,1478-7547,1478-7547,HEALTH POLICY & SERVICES - SSCI,Q3,2
Journal of Health Services Research & Policy,1355-8196,1758-1060,HEALTH POLICY & SERVICES - SSCI,Q3,3
International Journal of Integrated Care,1568-4156,1568-4156,HEALTH POLICY & SERVICES - SSCI,Q3,4
HealthCare-The Journal of Delivery Science and Innovation,2213-0764,2213-0772,HEALTH POLICY & SERVICES - SSCI,Q3,5
HEALTH CARE MANAGEMENT REVIEW,0361-6274,1550-5030,HEALTH POLICY & SERVICES - SSCI,Q3,6
Health Policy and Technology,2211-8837,N/A,HEALTH POLICY & SERVICES - SSCI,Q3,7
Health Sociology Review,1446-1242,1839-3551,HEALTH POLICY & SERVICES - SSCI,Q3,8
INTERNATIONAL JOURNAL OF HEALTH SERVICES,0020-7314,1541-4469,HEALTH POLICY & SERVICES - SSCI,Q3,9
Journal of Genetic Counseling,1059-7700,1573-3599,HEALTH POLICY & SERVICES - SSCI,Q3,10
HEALTH PROMOTION INTERNATIONAL,0957-4824,1460-2245,HEALTH POLICY & SERVICES - SSCI,Q3,11
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,0954-0121,1360-0451,HEALTH POLICY & SERVICES - SSCI,Q3,12
Israel Journal of Health Policy Research,2045-4015,2045-4015,HEALTH POLICY & SERVICES - SSCI,Q3,13
JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,1049-2089,1548-6869,HEALTH POLICY & SERVICES - SSCI,Q3,14
Health Care Management Science,1386-9620,1572-9389,HEALTH POLICY & SERVICES - SSCI,Q3,15
INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,1353-4505,1464-3677,HEALTH POLICY & SERVICES - SSCI,Q3,16
HEALTH CARE ANALYSIS,1065-3058,1573-3394,HEALTH POLICY & SERVICES - SSCI,Q3,17
Healthcare,N/A,2227-9032,HEALTH POLICY & SERVICES - SSCI,Q3,18
Expert Review of Pharmacoeconomics & Outcomes Research,1473-7167,1744-8379,HEALTH POLICY & SERVICES - SSCI,Q3,19
Health Economics Review,2191-1991,2191-1991,HEALTH POLICY & SERVICES - SSCI,Q3,20
Risk Management and Healthcare Policy,N/A,1179-1594,HEALTH POLICY & SERVICES - SSCI,Q3,21
EVALUATION & THE HEALTH PROFESSIONS,0163-2787,1552-3918,HEALTH POLICY & SERVICES - SSCI,Q3,22
Journal of Interprofessional Care,1356-1820,1469-9567,HEALTH POLICY & SERVICES - SSCI,Q4,1
COMMUNITY MENTAL HEALTH JOURNAL,0010-3853,1573-2789,HEALTH POLICY & SERVICES - SSCI,Q4,2
International Journal of Health Economics and Management,2199-9023,2199-9031,HEALTH POLICY & SERVICES - SSCI,Q4,3
JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH,1094-3412,1556-3308,HEALTH POLICY & SERVICES - SSCI,Q4,4
Journal of Patient Safety,1549-8417,1549-8425,HEALTH POLICY & SERVICES - SSCI,Q4,5
Sahara J-Journal of Social Aspects of HIV-AIDS,1729-0376,1813-4424,HEALTH POLICY & SERVICES - SSCI,Q4,6
Journal of Pediatric Health Care,0891-5245,1532-656X,HEALTH POLICY & SERVICES - SSCI,Q4,7
Journal of Policy and Practice in Intellectual Disabilities,1741-1122,1741-1130,HEALTH POLICY & SERVICES - SSCI,Q4,8
JOURNAL OF PALLIATIVE CARE,0825-8597,2369-5293,HEALTH POLICY & SERVICES - SSCI,Q4,9
Journal of Mental Health Policy and Economics,1091-4358,1099-176X,HEALTH POLICY & SERVICES - SSCI,Q4,10
Australian Health Review,0156-5788,1449-8944,HEALTH POLICY & SERVICES - SSCI,Q4,11
Gaceta Sanitaria,0213-9111,1578-1283,HEALTH POLICY & SERVICES - SSCI,Q4,12
JOURNAL OF HEALTHCARE MANAGEMENT,1096-9012,1944-7396,HEALTH POLICY & SERVICES - SSCI,Q4,13
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,0963-1801,1469-2147,HEALTH POLICY & SERVICES - SSCI,Q4,14
INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,0749-6753,1099-1751,HEALTH POLICY & SERVICES - SSCI,Q4,15
Australian Journal of Primary Health,1448-7527,1836-7399,HEALTH POLICY & SERVICES - SSCI,Q4,16
Journal of Health Organization and Management,1477-7266,1758-7247,HEALTH POLICY & SERVICES - SSCI,Q4,17
EASTERN MEDITERRANEAN HEALTH JOURNAL,1020-3397,1687-1634,HEALTH POLICY & SERVICES - SSCI,Q4,18
Journal for Healthcare Quality,1062-2551,1945-1474,HEALTH POLICY & SERVICES - SSCI,Q4,19
Quality Management in Health Care,1063-8628,1550-5154,HEALTH POLICY & SERVICES - SSCI,Q4,20
Asian Journal of WTO & International Health Law and Policy,1819-5164,N/A,HEALTH POLICY & SERVICES - SSCI,Q4,21
